publisher.publisher_name,publisher.place_of_publication,publication_type,country_of_publication,language,contributor.name,contributor.role,title,idno,idno.type,subject,publishing_work_items.value,publishing_work_items.type,publishing_work_items.unit,label
b'',b'',b'1',b'',b'XXX',"b'Martinez-Rueda, J. Enrique Moutsokapas, Giannis Tsantali, Evdokia'",b'1 1 1',b'Predictive Equations to Estimate Arias Intensity and Cumulative Absolute Velocity As A Function of Housner Intensity',b'10.1063/1.2963850 21148993',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Abedi-Nik, F. Sabouri-Ghomi, S.'",b'1 1',b'The Damaging Effects of Earthquake Excitation on Concrete Cooling Towers',b'RN235645619',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Abedi-Nik, Farhad Sabouri-Ghomi, Saeid'",b'1 1',b'The Damaging Effects of Earthquake Excitation on Concrete Cooling Towers',b'10.1063/1.2963913 21149053',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Avila, J.A. Martinez, E.'",b'1 1',b'Non Linear Step by Step Seismic Response and the Push Over Analysis Comparison of a Reinforced Concrete of Ductile Frames 25 Level Building',b'RN235645621',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Avila, Jorge A. Martinez, Eduardo'",b'1 1',b'Non Linear Step By Step Seismic Response and the Push Over Analysis Comparison of a Reinforced Concrete of Ductile Frames 25 Level Building',b'10.1063/1.2963914 21149054',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Driver, R.G.'",b'1',b'Development of Partially Encased Composite Columns for Use in Steel Shear Walls for Seismic Applications',b'RN235644731',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Driver, Robert G.'",b'1',b'Development of Partially Encased Composite Columns for use in Steel Shear Walls for Seismic Applications',b'10.1063/1.2963857 21149000',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Chrysostomou, C.Z. Demetriou, T. Stassis, A. Hamdaoui, K.'",b'1 1 1 1',b'Seismic Protection of an Ancient Aqueduct Using SMA Devices',b'RN235644769',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Chrysostomou, Christis Z. Demetriou, Themos Stassis, Andreas Hamdaoui, Karim'",b'1 1 1 1',b'Seismic Protection of an Ancient Aqueduct Using SMA Devices',b'10.1063/1.2963893 21149033',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Ghannad, M.A. Amiri, A. Ghahari, S.F.'",b'1 1 1',b'Effects of Soil-Structure Interaction on Response of Structures Subjected to Near-Fault Earthquake Records',b'RN235645464',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Ghannad, M. Ali Amiri, Asghar Ghahari, S. Farid'",b'1 1 1',b'Effects of Soil-Structure Interaction on Response of Structures Subjected to Near-Fault Earthquake Records',b'10.1063/1.2963896 21149036',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'De Canio, G. Muscolino, G. Palmeri, A. Poggi, M. Clemente, P.'",b'1 1 1 1 1',b'Shaking Table Tests Validating Two Strengthening Interventions on Masonry Buildings',b'RN235645763',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'De Canio, Gerardo Poggi, Massimo Clemente, Paolo Muscolino, Giuseppe Palmeri, Alessandro'",b'1 1 1 1 1',b'Shaking Table Tests Validating Two Strengthening Interventions on Masonry Buildings',b'10.1063/1.2963929 21149069',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'Elsevier Science BV Amsterdam.',b'',b'1',b'',b'ENG',"b'Garnier-Laplace, J. Goyffon, M. Menager, M.-T.'",b'1 1 1',b'Toxicologie nucleaire environnementale et humaine',b'RN235630009',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Lavoisier',b'',b'1',b'',b'FRE',"b'Me\xcc\x81nager, Marie-The\xcc\x81re\xcc\x80se Goyffon, Max Garnier-Laplace, Jacqueline'",b'1 1 1',"b'Toxicologie nucle\xcc\x81aire environnementale et humaine Nuclear, environmental and human toxicology'",b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'El-Atrash, A.A. Salem, H.S. Isaac, J.E.'",b'1 1 1',b'Disaster Mitigation towards Sustainable Development in the Occupied Palestinian Territories',b'RN235661717',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'El-Atrash, Ahmad A. Salem, Hilmi S. Isaac, Jad E.'",b'1 1 1',b'Disaster Mitigation Towards Sustainable Development in the Occupied Palestinian Territories',b'10.1063/1.2963831 21148974',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Ghods, A.S. Esfahani, M.R. Moghaddasie, B.'",b'1 1 1',b'Evaluating the Dynamic Characteristics of Retrofitted RC Beams',b'RN235661401',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Ghods, Amir S. Esfahani, Mohamad R. Moghaddasie, Behrang'",b'1 1 1',b'Evaluating the Dynamic Characteristics of Retrofitted RC Beams',b'10.1063/1.2963780 21148926',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Di Donato, E.'",b'1',b'Maintenance of Functionality during Earthquakes: Structural and Non Structural Aspects',b'RN235661388',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Di Donato, Enrico'",b'1',b'Maintenance of Functionality during Earthquakes: Structural and Non Structural Aspects',b'10.1063/1.2963778 21148924',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Rodriguez, M.E.'",b'1',b'Selecting Earthquake Records for Nonlinear Dynamic Analysis of Structures',b'RN235661651',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Rodriguez, Mario E.'",b'1',b'Selecting Earthquake Records for Nonlinear Dynamic Analysis of Structures',b'10.1063/1.2963824 21148967',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Caglayan, B.O. Ozakgul, K. Tezer, O.'",b'1 1 1',b'Effect of Ground Motion Characteristics on the Seismic Response of a Monumental Concrete Arch Bridge',b'RN235661297',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Caglayan, B. Ozden Ozakgul, Kadir Tezer, Ovunc'",b'1 1 1',b'Effect of Ground Motion Characteristics on the Seismic Response of a Monumental Concrete Arch Bridge',b'10.1063/1.2963801 21148947',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Lee, Y.S. Nucera, F. Vakakis, A.F. McFarland, D.M. Bergman, L.A.'",b'1 1 1 1 1',b'Targeted Energy Transfer Phenomena in Vibro-Impact Oscillators',b'RN235661091',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Lee, Young S. McFarland, D. Michael Bergman, Lawrence A. Nucera, Francesco Vakakis, Alexander F. Departments of Mechanical Science and Engineering, and of Aerospace Engineering'",b'1 1 1 1 1 1',b'Targeted Energy Transfer Phenomena in Vibro-Impact Oscillators',b'10.1063/1.2963762 21148908',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Mazzolani, F.M. Mandara, A. Froncillo, S.'",b'1 1 1',b'Friendly Protection of Houses by Affordable Isolation',b'RN235661121',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Mazzolani, Federico M. Mandara, Alberto Froncillo, Salvatore'",b'1 1 1',b'Friendly protection of houses by affordable isolation',b'10.1063/1.2963765 21148911',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Saragoni, G.R.'",b'1',b'The Challenge of Centennial Earthquakes to Improve Modern Earthquake Engineering',b'RN235660809',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Saragoni, G. Rodolfo'",b'1',b'The Challenge of Centennial Earthquakes to Improve Modern Earthquake Engineering',b'10.1063/1.2963730 21148879',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'Utgitt Av Norsk Psykologforening',b'',b'1',b'',b'XXX',b'',b'',b'Debatt og kommentar',b'RN235663038',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Utgitt Av Norsk Psykologforening',b'',b'1',b'',b'ENG',b'',b'',b'Debatt og kommentar',b'RN252246639',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'D Amore, E. Astaneh-Asl, A. Amaddeo, C.'",b'1 1 1',b'System Identification of Burbank Six-Story Building Using Earthquake Data',b'RN235661583',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b""D'Amore, Enzo Amaddeo, Carmen Astaneh-Asl, Abolhassan""",b'1 1 1',b'System Identification of Burbank Six-Story Building Using Earthquake Data',b'10.1063/1.2963817 21148962',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'D Aniello, M. Corte, G.D. Mazzolani, F.M.'",b'1 1 1',b'Experimental Tests of a Real Building Seismically Retrofitted by Special Buckling-Restrained Braces',b'RN235661377',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b""D'Aniello, Mario Della Corte, Gaetano Mazzolani, Federico M.""",b'1 1 1',b'Experimental Tests of a Real Building Seismically Retrofitted by Special Buckling-Restrained Braces',b'10.1063/1.2963777 21148923',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Del Monte, E. Galano, L. Ortolani, B. Vignoli, A.'",b'1 1 1 1',b'Structural Identification and Seismic Analysis of an Existing Masonry Building',b'RN235661316',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Del Monte, Emanuele Galano, Luciano Ortolani, Barbara Vignoli, Andrea'",b'1 1 1 1',b'Structural Identification And Seismic Analysis Of An Existing Masonry Building',b'10.1063/1.2963804 21148950',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Puthanpurayil, A.M. Reynolds, P.'",b'1 1',b'Development of Optimal Viscous Dampers for RC Structures in Near Field Ground Motions',b'RN235661171',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Puthanpurayil, Arun M. Reynolds, Paul'",b'1 1',b'Development of Optimal Viscous Dampers for RC Structures in Near Field Ground Motions',b'10.1063/1.2963770 21148916',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Parisi, M.A. Cordie, C. Piazza, M.'",b'1 1 1',b'Seismic Strengthening of Carpentry Joints in Traditional Timber Structures',b'RN235660763',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Parisi, Maria A. Cordie, Cinzia Piazza, Maurizio'",b'1 1 1',b'Seismic Strengthening of Carpentry Joints in Traditional Timber Structures',b'10.1063/1.2963725 21148874',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Mirghaderi, S.R. Khafaf, B. Epackachi, S.'",b'1 1 1',b'Study on the Response Coefficient of Setback Structures Compared to Regular Moment Frame Structures',b'RN235660713',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Mirghaderi, S. Rasoul Khafaf, Bardia Epackachi, Siamak'",b'1 1 1',b'Study on the Response Coefficient of Setback Structures Compared to Regular Moment Frame Structures',b'10.1063/1.2963719 21148870',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Amiri, G.G. Amidi, S. Khorasani, M.'",b'1 1 1',b'Investigation of Deterioration Behavior of Hysteretic Loops in Nonlinear Static Procedure Analysis of Concrete Structures with Shear Walls',b'RN235660901',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Ghodrati Amiri, G. Amidi, S. Khorasani, M.'",b'1 1 1',b'Investigation of Deterioration Behavior of Hysteretic Loops in Nonlinear Static Procedure Analysis of Concrete Structures with Shear Walls',b'10.1063/1.2963740 21148888',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Spanos, P.D. Giaralis, A.'",b'1 1',b'Statistical Linearization Based Estimation of the Peak Response of Nonlinear Systems Subject to the EC8 Design Spectrum',b'RN235660956',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Spanos, Pol D. Giaralis, Agathoklis'",b'1 1',b'Statistical linearization based estimation of the peak response of nonlinear systems subject to the EC8 design spectrum',b'10.1063/1.2963746 21148894',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'Societe Geologique de France',b'',b'1',b'',b'ENG',b'',b'',"b'In the bulletin, 50 years ago'",b'RN223396550',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Societe Geologique de France',b'',b'1',b'',b'ENG',b'',b'',b'In the bulletin 50 years ago',b'RN248804748',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Fluessiges Obst GMBH',b'',b'1',b'',b'ENG',"b'Aroujo, W.A.'",b'1',"b'Pomegranate Market, Production Trends and Technology Innovation'",b'RN223415956',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Borgese, R. Massini, R.'",b'1 1',"b'Pomegranate market, production trends and technology innovation.'",b'2008-05-Hq1751',b'PII',b'',b'',b'',b'',FORCE_MATCH
b'Elsevier Science BV Amsterdam.',b'',b'1',b'',b'ENG',"b'Robison, W. L. Hamilton, T. F. Bogen, K. T. Conrado, C. L. Kehl, S. R.'",b'1 1 1 1 1',b'137Cs inter-plant concentration ratios provide a predictive tool for coral atolls with distinct benefits over transfer factors',b'RN223439274',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Robison, W L Hamilton, T F Bogen, K Corado, C L Kehl, S R'",b'1 1 1 1 1',b'137Cs Inter-Plant Concentration Ratios Provide a Predictive Tool for Coral Atolls with Distinct Benefits Over Transfer Factors',b'942050',b'PII',b'',b'',b'',b'',FORCE_MATCH
b'Sevak Publications',b'',b'1',b'',b'ENG',b'',b'',b'Technology Transfer Opportunities',b'RN223390296',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Sevak Publications',b'',b'1',b'',b'ENG',b'',b'',b'Technology Transfer Opportunities',b'RN261029477',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Williams & Wilkins',b'',b'1',b'',b'ENG',"b'Selbst, S.M.'",b'1',b'Pediatric Emergency Medicine: Legal Briefs',b'RN235678339',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Selbst, S M'",b'1',b'Pediatric emergency medicine: legal briefs',b'10.1097/00006565-199706000-00016 9220516 9220516',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'Verhagen Grafische Media',b'',b'1',b'',b'XXX',"b'Hemostase, W.'",b'1',b'Voorwoord',b'RN239639469',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Verhagen Grafische Media',b'',b'1',b'',b'XXX',"b'Lentjes, E.'",b'1',b'Voorwoord',b'RN135078093',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'FRE',b'',b'',b'Les chiffres bruts',b'RN223416042',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'FRE',b'',b'',b'Les chiffres bruts',b'RN210614616',b'BLID',b'',b'',b'',b'',FORCE_MATCH
"b'John Wiley & Sons, LTD'",b'',b'1',b'',b'ENG',"b'Zhang, L. Pickering, I. J. Winge, D. R. George, G. N.'",b'1 1 1 1',b'X-Ray Absorption Spectroscopy of Cuprous-Thiolate Clusters in Saccharomyces cerevisiae Metallothionein',b'RN239605094',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Zhang, L. Pickering, I.J. Winge, D.R. George, G.N.'",b'1 1 1 1',b'X-Ray Absorption Spectroscopy of Cuprous-Thiolate Clusters in Saccharomyces Cerevisiae Metallothionein',b'953527',b'PII',b'',b'',b'',b'',FORCE_MATCH
b'National Journal INC',b'',b'1',b'',b'ENG',b'',b'',b'From the K Street Corridor',b'RN149372714',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'National Journal INC',b'',b'1',b'',b'ENG',b'',b'',b'From the K Street Corridor',b'RN137060496',b'BLID',b'',b'',b'',b'',FORCE_MATCH
"b'John Wiley & Sons, LTD'",b'',b'1',b'',b'ENG',"b'Wan, S. Guo, J. Kim, J. Ihee, H. Jiang, D.'",b'1 1 1 1 1',"b'A Belt-Shaped, Blue Luminescent, and Semiconducting Covalent Organic Framework'",b'RN239613341',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Wiley-Blackwell',"b'Hoboken, NJ USA'",b'1',b'',b'',"b'Wan, Shun Guo, Jia Kim, Jangbae Ihee, Hyotcherl Jiang, Donglin'",b'1 1 1 1 1',"b'A Belt-Shaped, Blue Luminescent, and Semiconducting Covalent Organic Framework http://doi.wiley.com/10.1002/ange.200990094'",b'10.1002/ANGE.200990094',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'Elsevier Science BV Amsterdam',b'',b'1',b'',b'ENG',"b'Radkowski, M. Jablonska, J. Wilkinson, J. Colby, T. V. Walewska-Zielecka, B. Adair, D. M. Rakela, J. Laskus, T.'",b'1 1 1 1 1 1 1 1',b'PERSISTENCE OF HEPATITIS C VIRUS IN PATIENTS SUCCESSFULLY TREATED FOR CHRONIC HEPATITIS C',b'RN156763819',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Radkowski, Marek Gallegos-Orozco, Juan F Jablonska, Joanna Colby, Thomas V Walewska-Zielecka, Bozena Kubicka, Joanna Wilkinson, Jeffrey Adair, Debra Rakela, Jorge Laskus, Tomasz'",b'1 1 1 1 1 1 1 1 1 1',b'Persistence of hepatitis C virus in patients successfully treated for chronic hepatitis C',b'10.1002/HEP.20518 15619235 15619235',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'Elsevier Science BV Amsterdam',b'',b'1',b'',b'ENG',"b'Isse, K. Harada, K. Nakanuma, Y.'",b'1 1 1',b'FRACTALKINE AND CX3CR1 ARE INVOLVED IN THE RECRUITMENT OF INTRAEPITHELIAL LYMPHOCYTES OF INTRAHEPATIC BILE DUCTS',b'RN156770253',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Isse, Kumiko Harada, Kenichi Zen, Yoh Kamihira, Takashi Shimoda, Shinji Harada, Mine Nakanuma, Yasuni'",b'1 1 1 1 1 1 1',b'Fractalkine and CX3CR1 are involved in the recruitment of intraepithelial lymphocytes of intrahepatic bile ducts',b'10.1002/HEP.20582 15726664 15726664',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'Haworth Information Press',b'',b'1',b'',b'ENG',"b'Dell, E. Y. Shultz, S. M.'",b'1 1',b'ALTERNATIVE AND COMPLEMENTARY THERAPIES',b'RN149312649',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dell, Esther Y. Shultz, Suzanne M.'",b'1 1',b'ALTERNATIVE AND COMPLEMENTARY THERAPIES http://www.tandfonline.com/doi/abs/10.1300/J381v08n04_08',b'10.1300/J381V08N04_08',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'ACS American Chemical Society',b'',b'1',b'',b'ENG',"b'Schofield, E.J. Veeramani, H. Sharp, J.O. Suvorova, E. Bernier-Latmani, R. Mehta, A. Stahlman, J. Webb, S.M. Clark, D.L. Conradson, S.D.'",b'1 1 1 1 1 1 1 1 1 1',b'Structure of Biogenic Uraninite Produced by Shewanella oneidensis Strain MR-1',b'RN239532687',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Schofield, E.J. Veeramani, H. Sharp, J.O. Suvorova, E. Bernier-Latmani, R. Mehta, A. Stahlman, J. Webb, S.M. Clark, D.L. Conradson, S.D. Ilton, E.S. Bargar, J.R.'",b'1 1 1 1 1 1 1 1 1 1 1 1',b'Structure of Biogenic Uraninite Produced By Shewanella Oneidensis Strain MR-1',b'953553',b'PII',b'',b'',b'',b'',FORCE_MATCH
b'Journal of Rheumatology',b'',b'1',b'',b'ENG',"b'Ahmad, Y. Bruce, I. N.'",b'1 1',b'Subclinical Atherosclerosis in SLE',b'RN149339874',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Journal of Rheumatology',b'',b'1',b'',b'ENG',"b'Mercado, U. Avendano, L.'",b'1 1',b'Subclinical Atherosclerosis in SLE',b'RN169661314',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Elsevier Science BV Amsterdam',b'',b'1',b'',b'ENG',"b'Otsuka, M. Kato, N. Moriyama, M. Taniguchi, H. Wang, Y. Dharel, N. Kawabe, T. Omata, M.'",b'1 1 1 1 1 1 1 1',b'INTERACTION BETWEEN THE HCV NS3 PROTEIN AND THE HOST TBK1 PROTEIN LEADS TO INHIBITION OF CELLULAR ANTIVIRAL RESPONSES',b'RN156769690',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Otsuka, Motoyuki Kato, Naoya Moriyama, Masaru Taniguchi, Hiroyoshi Wang, Yue Dharel, Narayan Kawabe, Takao Omata, Masao'",b'1 1 1 1 1 1 1 1',b'Interaction between the HCV NS3 protein and the host TBK1 protein leads to inhibition of cellular antiviral responses',b'10.1002/HEP.20666 15841462 15841462',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'GER',b'',b'',b'Die wirtschaftliche Lage in der Europaischen Union',b'RN149317830',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'GER',b'',b'',b'Die wirtschaftliche Lage in der Europaischen Union',b'RN170326827',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'GER',b'',b'',b'Die wirtschaftliche Lage in Deutschland',b'RN149317841',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'GER',b'',b'',b'Die wirtschaftliche Lage in Deutschland',b'RN170326839',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Elsevier Science BV Amsterdam',b'',b'1',b'',b'ENG',"b'Siroen, M. P. van der Sijp, J. R. Teerlink, T. van Schaik, C. Nijveldt, R. J. Meijer, S. van Leeuwen, P. A.'",b'1 1 1 1 1 1 1',b'THE HUMAN LIVER CLEARS BOTH ASYMMETRIC AND SYMMETRIC DIMETHYLARGININE',b'RN156770806',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Siroen, Michiel P C van der Sijp, Joost R M Teerlink, Tom van Schaik, Cors Nijveldt, Robert J van Leeuwen, Paul A M'",b'1 1 1 1 1 1',b'The human liver clears both asymmetric and symmetric dimethylarginine',b'10.1002/HEP.20579 15726655 15726655',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'American Bar Association',b'',b'1',b'',b'ENG',b'',b'',"b'Hall v. Quarterman, 305(i), 2002(a)'",b'RN239587949',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'American Bar Association',b'',b'1',b'',b'ENG',b'',b'',"b'Hall v. Quarterman, 305(i), 2002(a)'",b'RN254144266',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Healthcare & Finacial Publishing Rogers Publishing',b'',b'1',b'',b'ENG',"b'Nelson, E. Mykitiuk, R. Nisker, J.'",b'1 1 1',b'Informed Consent to Donate Embryos for Research Purposes',b'RN239521021',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Nelson, Erin Mykitiuk, Roxanne Nisker, Jeff Christilaw, Jan Corey, Julie Anne Heaman, Maureen Lippman, Abby Rodgers, Sandra Shapiro, Jodi Sherwin, Susan'",b'1 1 1 1 1 1 1 1 1 1',b'Informed consent to donate embryos for research purposes',b'18845052 18845052',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'Elsevier Science BV Amsterdam',b'',b'1',b'',b'ENG',"b'Angerpointner, T. A.'",b'1',b'Alimentary Tract',b'RN232688097',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Elsevier Science BV Amsterdam',b'',b'1',b'',b'ENG',"b'Angerpointner, T. A.'",b'1',b'Alimentary tract',b'RN197757394',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Elsevier Science BV Amsterdam',b'',b'1',b'',b'ENG',"b'Schmittenbecher, P.'",b'1',b'Alimentary Tract',b'RN232688127',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Elsevier Science BV Amsterdam',b'',b'1',b'',b'ENG',"b'Ein, S. H.'",b'1',b'Alimentary tract',b'RN208036620',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Elsevier Science BV Amsterdam',b'',b'1',b'',b'ENG',"b'Schmittenbecher, P.'",b'1',b'Alimentary Tract',b'RN232688116',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Elsevier Science BV Amsterdam',b'',b'1',b'',b'ENG',"b'Schmittenbecher, P.'",b'1',b'Alimentary Tract',b'RN232688127',b'BLID',b'',b'',b'',b'',FORCE_MATCH
